iter	MAE
0	0.06820646804
1	0.06804696769
2	0.06792355076
3	0.06784882449
4	0.06780441986
5	0.06772579673
6	0.06770863274
7	0.0676789249
8	0.06763255282
9	0.06758919299
10	0.0675674612
11	0.06755120761
12	0.06752721388
13	0.06752345292
14	0.06751726429
15	0.06747475649
16	0.06744454678
17	0.06743718217
18	0.06742676288
19	0.06742272619
20	0.06741583643
21	0.06740395472
22	0.06740199722
23	0.06739169523
24	0.06738300738
25	0.06737124104
26	0.06736411315
27	0.06735338933
28	0.06734963205
29	0.0673395125
30	0.06732454212
31	0.06731694548
32	0.06730172737
33	0.06729120644
34	0.06727697051
35	0.06726851258
36	0.06725974392
37	0.06724189124
38	0.06723203139
39	0.06723031349
40	0.06722804522
41	0.0672198768
42	0.0672125492
43	0.06720103746
44	0.06719985903
45	0.06719284438
46	0.06718847577
47	0.06717961721
48	0.06717810032
49	0.06717355993
50	0.06716527578
51	0.06714932904
52	0.06714460757
53	0.06713953394
54	0.06713478867
55	0.06713240312
56	0.06712294917
57	0.06711898026
58	0.06710829386
59	0.06710119665
60	0.06709452666
61	0.06709276277
62	0.06708808355
63	0.06708190817
64	0.06707452471
65	0.06707121387
66	0.06706027935
67	0.0670590347
68	0.06705593959
69	0.06705112916
70	0.06705061644
71	0.06704405961
72	0.06704063516
73	0.06703188197
74	0.06702458488
75	0.06701893524
76	0.06701319678
77	0.06701067755
78	0.06700623106
79	0.06700427128
80	0.06700196214
81	0.06700181548
82	0.06699538057
83	0.06699001251
84	0.06697850328
85	0.06697765284
86	0.06697540128
87	0.06696471713
88	0.06696261524
89	0.06695637663
90	0.06695375027
91	0.06694927457
92	0.06694303084
93	0.06694302899
94	0.06693791874
95	0.06693073162
96	0.06692027287
97	0.06690959265
98	0.06690097286
99	0.06689569669
100	0.06689069703
101	0.06688670145
102	0.06688182545
103	0.06688128554
104	0.06687436357
105	0.06687355175
106	0.06687327519
107	0.06687038306
108	0.06686706731
109	0.06686085198
110	0.06685906837
111	0.06685314373
112	0.06684165875
113	0.06683859497
114	0.06683602691
115	0.06683027993
116	0.06682776489
117	0.06682461426
118	0.06681969048
119	0.06681613132
120	0.06681059323
121	0.06680809502
122	0.06680796121
123	0.06680358684
124	0.06679685913
125	0.06679281421
126	0.06678545934
127	0.06678314147
128	0.06678104386
129	0.06677618857
130	0.06677453725
131	0.06676947264
132	0.06676175484
133	0.06675758346
134	0.06675387314
135	0.06675022896
136	0.06674628236
137	0.06674007745
138	0.06673450934
139	0.06673030376
140	0.06672376429
141	0.066719933
142	0.06671544336
143	0.06671092773
144	0.06670655803
145	0.06670055388
146	0.0666973528
147	0.06669108279
148	0.06668820504
149	0.06668368453
150	0.06668161222
151	0.06667683062
152	0.06667291692
153	0.06666841561
154	0.06666618889
155	0.06666543264
156	0.06666142977
157	0.06665443617
158	0.06665095378
159	0.06664977429
160	0.06664811874
161	0.06664659865
162	0.06664634042
163	0.06664123071
164	0.06663373714
165	0.06662929469
166	0.06662775276
167	0.0666274422
168	0.06662563514
169	0.06661949093
170	0.06661428934
171	0.06661091513
172	0.06661020852
173	0.06660822012
174	0.06660205978
175	0.06659541658
176	0.06659172209
177	0.06658917022
178	0.06658529583
179	0.06658350169
180	0.06657635205
181	0.06657477504
182	0.06657381976
183	0.06657014034
184	0.06656621347
185	0.06656620962
186	0.06656130428
187	0.06655883816
188	0.06655366754
189	0.06655046803
190	0.06654170384
191	0.06654082027
192	0.06653687475
193	0.06653502188
194	0.06653391956
195	0.06652868927
196	0.06652541728
197	0.06652508724
198	0.06652498444
199	0.0665225606
